cmenergies,reaction,observables,var_x,var_y,x_low,x_high,y
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.0187
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.02243
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.02569
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.02897
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.03162
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.03474
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.03808
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.04235
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.04671
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.05058
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.0537
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.05903
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.06404
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.06668
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.06857
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.06342
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.0588
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.05085
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.03913
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.03577
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.02937
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.02045
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.02344
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.03872
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.01858
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.02262
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.01621
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.04911
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.03128
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.03765
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.04316
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.04853
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.05358
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.05799
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.0643
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.07251
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.07989
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.08708
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.09446
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.1035
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.1136
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.1208
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.1215
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.119
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.1117
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.1011
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.09417
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.08098
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.07163
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.05977
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.06111
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.05712
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.05211
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.02767
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.02995
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.03031
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.04525
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.05433
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.06282
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.07061
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.07768
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.08448
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.09339
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.1052
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.1163
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.1273
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.1376
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.1504
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.164
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.1727
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.1751
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.1714
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.1595
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.1462
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.1302
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.1138
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.1009
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.08808
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.07287
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.0784
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.06818
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.07142
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.05879
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.04567
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.05897
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.07103
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.0819
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.09224
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.1018
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.1107
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.1225
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.1381
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.1525
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.1663
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.1789
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.194
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.2092
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.2171
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.2169
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.2067
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.1953
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.1766
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.16
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.141
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.1253
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.1034
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.1029
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.1074
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.07557
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.07886
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.08306
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.06907
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.06796
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.08169
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.09465
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.1063
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.1178
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.1283
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.1419
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.1598
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.1763
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.1909
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.2041
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.2195
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.2335
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.2381
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.2355
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.225
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.2071
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.189
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.1709
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.1533
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.1341
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.1198
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.1112
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.1081
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.07773
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.08198
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.06744
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.05583
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.4,0.5,0.07256
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.5,0.6,0.08756
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.6,0.7,0.1017
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.7,0.8,0.1147
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.8,0.9,0.127
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",0.9,1.0,0.1382
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.0,1.2,0.1529
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.2,1.4,0.1718
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.4,1.6,0.1883
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.6,1.8,0.2031
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",1.8,2.0,0.2154
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.0,2.4,0.2283
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.4,2.8,0.2376
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",2.8,3.2,0.2396
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.2,3.6,0.2322
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",3.6,4.0,0.2212
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.0,4.5,0.2045
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",4.5,5.0,0.1833
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.0,5.5,0.167
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",5.5,6.0,0.1539
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",6.0,7.0,0.1423
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",7.0,8.0,0.1141
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",8.0,9.0,0.1063
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",9.0,10.0,0.1116
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",10.0,12.0,0.102
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",12.0,14.0,0.1005
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",14.0,16.0,0.09211
2760.0,PB PB --> CHARGED X,V,PT (GEV),"V2{EP,ABS(DELTA(ETA))>2.0}",16.0,20.0,0.08709
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.2,0.4,0.01159
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.4,0.6,0.0162
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.6,0.8,0.01908
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.8,1.1,0.02334
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.1,1.4,0.02403
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.4,1.7,0.02536
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.7,2.6,0.0259
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.6,2.8,0.02603
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.8,4.2,0.01124
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},4.2,5.8,-0.0385
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.2,0.3,0.01476
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.3,0.4,0.01998
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.4,0.5,0.02531
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.5,0.6,0.03061
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.6,0.7,0.03495
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.7,0.8,0.03916
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.8,0.9,0.04319
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.9,1.0,0.04706
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.0,1.1,0.05005
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.1,1.2,0.05359
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.2,1.3,0.05782
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.3,1.4,0.0602
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.4,1.5,0.06321
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.5,1.6,0.06589
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.6,1.7,0.06983
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.7,1.8,0.07234
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.8,1.9,0.07387
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.9,2.0,0.0779
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.0,2.1,0.08238
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.1,2.2,0.08441
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.2,2.3,0.08498
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.3,2.4,0.08915
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.4,2.5,0.08993
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.5,2.6,0.09138
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.6,2.7,0.09301
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.7,2.9,0.09554
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},2.9,3.1,0.09772
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},3.1,3.3,0.09576
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},3.3,3.5,0.09421
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},3.5,3.7,0.096
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},3.7,3.9,0.0948
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},3.9,4.2,0.09504
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},4.2,4.8,0.09093
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},4.8,5.4,0.07513
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},5.4,6.2,0.06828
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},6.2,7.0,0.05378
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},7.0,8.2,0.0436
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},8.2,10.0,0.06303
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},10.0,12.5,0.03952
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},12.5,15.0,0.05903
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},15.0,20.0,0.01454
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.2,0.3,0.02322
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.3,0.4,0.03179
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.4,0.5,0.0406
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.5,0.6,0.04885
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.6,0.7,0.05618
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.7,0.8,0.06307
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.8,0.9,0.06968
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},0.9,1.0,0.07578
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.0,1.1,0.08126
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.1,1.2,0.08623
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.2,1.3,0.09196
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.3,1.4,0.09674
2760.0,PB PB --> CHARGED X,V,PT (GEV),V2{4},1.4,1.5,0.102
