cmenergies,reaction,observables,var_x,var_y,x_low,x_high,y
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,29.51,29.51,0.3365
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,29.51,29.51,0.3744
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,29.51,29.51,0.4045
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,49.19,49.19,0.00706
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,49.19,49.19,0.03426
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,49.19,49.19,0.2247
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,49.19,49.19,0.2926
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,0.0001772
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,9.145e-05
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,0.003019
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,0.04343
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,0.1746
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,68.86,68.86,0.3663
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,88.54,88.54,0.004021
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,88.54,88.54,0.01991
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,88.54,88.54,0.2746
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.0001797
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.0001863
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.0002556
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.001294
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.02652
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.0966
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.1316
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.21
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.3135
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.3691
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.3868
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,108.2,108.2,0.42
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,127.9,127.9,0.0005956
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,127.9,127.9,0.001653
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,127.9,127.9,0.009641
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,127.9,127.9,0.2494
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,147.6,147.6,0.01264
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,147.6,147.6,0.06129
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,147.6,147.6,0.3399
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,147.6,147.6,0.3955
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.0007465
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.0004951
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.0001191
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.0005696
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.003425
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.1054
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.1723
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,167.2,167.2,0.2342
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.0006951
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.0001311
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.007124
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.04168
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.3163
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.3743
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.4089
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,186.9,186.9,0.4369
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.0004366
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.000153
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.0006417
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.001929
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.1349
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.1883
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,206.6,206.6,0.2613
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,226.3,226.3,0.01979
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,226.3,226.3,0.08248
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,226.3,226.3,0.2966
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,226.3,226.3,0.3549
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,245.9,245.9,0.0003858
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,245.9,245.9,0.0007141
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,245.9,245.9,0.09423
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.002001
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.0007387
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.0034
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.009778
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.06382
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.1483
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.3469
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,265.6,265.6,0.3883
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,285.3,285.3,0.0002741
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,285.3,285.3,0.0639
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,285.3,285.3,0.1923
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,285.3,285.3,0.2926
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,285.3,285.3,0.4145
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.001014
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.002809
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.02953
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.2328
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.3293
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,305.0,305.0,0.3773
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,324.6,324.6,0.0008344
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,324.6,324.6,0.03258
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,324.6,324.6,0.1181
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.003016
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.00116
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.0008572
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.009909
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.06798
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.1502
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.2872
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,344.3,344.3,0.3587
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,364.0,364.0,0.001001
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,364.0,364.0,0.0007707
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,364.0,364.0,0.3911
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.0007679
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.001143
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.004143
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.2274
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.3425
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,383.7,383.7,0.4164
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,403.3,403.3,0.00221
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,403.3,403.3,0.02699
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,403.3,403.3,0.1235
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,403.3,403.3,0.314
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,423.0,423.0,0.005096
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,423.0,423.0,0.002017
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,423.0,423.0,0.0006777
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,423.0,423.0,0.04851
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,423.0,423.0,0.4005
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,442.7,442.7,0.003977
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,442.7,442.7,0.001443
8000.0,P P --> SQUARK < QUARK NEUTRALINO1 > SQUARKBAR < QUARKBAR NEUTRALINO1 > X,ACC x EFF,M(NEUTRALINO1) (GEV),ACCEPTANCE TIMES EFFICIENCY,442.7,442.7,0.001107
